Vial_Label,Haul Code,Fish_number,Length(mm),
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,65,9.91,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,66,9.4,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,67,9.91,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,68,6.7,
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,69,9.25,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,70,11.32,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,71,8.51,
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,72,9.19,post-flexion
,,,,
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,1,14.7,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,2,14.12,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,3,14.79,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,4,9.57,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,5,10.47,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,6,6.85,
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,7,9.63,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,8,NA,severe damage
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,9,7.8,flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,10,8.15,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,11,6.33,
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,12,7.9,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,13,9.66,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,14,8.59,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,15,8.77,
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,16,9.06,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,17,3.99,
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,18,5.28,
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,19,8.44,
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,20,10.72,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,21,5.85,
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,22,3.99,
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,23,NA,missing tail
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,24,6.22,
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,25,7.28,flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,26,7.73,
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,27,8.87,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,28,7.45,
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,29,6.75,flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,30,9.69,
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,31,8.26,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,32,7.2,
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,33,6.79,flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,34,9.24,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,35,7.65,
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,36,6.47,
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,37,NA,severe damage
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,38,8.36,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,39,7.87,
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,40,NA,severe damage
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,41,7.06,
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,42,7.18,
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,43,NA,severe damage
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,44,8.54,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,45,4.99,
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,46,8.83,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,47,9.96,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,48,3.77,
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,49,7.76,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,50,10.87,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,51,7.63,flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,52,4.24,
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,53,7.11,
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,54,7.95,
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,55,7.78,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,56,8,
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,57,8.85,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,58,8.34,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,59,6.48,
,,,,
mezcalW19-20190307-NH-S1-MbD-Moc1-N0,320-1-0,1,4.96,
mezcalW19-20190307-NH-S1-MbD-Moc1-N0,320-1-0,2,4.27,
mezcalW19-20190307-NH-S1-MbD-Moc1-N0,320-1-0,3,2.93,
mezcalW19-20190307-NH-S1-MbD-Moc1-N0,320-1-0,4,8.25,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc1-N0,320-1-0,5,9.19,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc1-N0,320-1-0,6,6.85,
mezcalW19-20190307-NH-S1-MbD-Moc1-N0,320-1-0,7,8.02,
mezcalW19-20190307-NH-S1-MbD-Moc1-N0,320-1-0,8,13.13,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc1-N0,320-1-0,9,6.89,
mezcalW19-20190307-NH-S1-MbD-Moc1-N0,320-1-0,10,NA ,severe damage
,,,,
mezcalW19-20190307-NH-S1-MbD-Moc1-N4*,320-1-4*,1,9.61,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc1-N4*,320-1-4*,2,4.95,
mezcalW19-20190307-NH-S1-MbD-Moc1-N4*,320-1-4*,3,5.95,
mezcalW19-20190307-NH-S1-MbD-Moc1-N4*,320-1-4*,4,4.71,
mezcalW19-20190307-NH-S1-MbD-Moc1-N4*,320-1-4*,5,5.67,
mezcalW19-20190307-NH-S1-MbD-Moc1-N4*,320-1-4*,6,5.96,
mezcalW19-20190307-NH-S1-MbD-Moc1-N4*,320-1-4*,7,6.69,
mezcalW19-20190307-NH-S1-MbD-Moc1-N4*,320-1-4*,8,5.98,
mezcalW19-20190307-NH-S1-MbD-Moc1-N4*,320-1-4*,9,7.16,
mezcalW19-20190307-NH-S1-MbD-Moc1-N4*,320-1-4*,10,5.17,
mezcalW19-20190307-NH-S1-MbD-Moc1-N4*,320-1-4*,11,8.16,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc1-N4*,320-1-4*,12,6.37,
mezcalW19-20190307-NH-S1-MbD-Moc1-N4*,320-1-4*,13,7.43,
mezcalW19-20190307-NH-S1-MbD-Moc1-N4*,320-1-4*,14,9.69,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc1-N4*,320-1-4*,15,6.46,
mezcalW19-20190307-NH-S1-MbD-Moc1-N4*,320-1-4*,16,3.9,
mezcalW19-20190307-NH-S1-MbD-Moc1-N4*,320-1-4*,17,2.89,
,,,,
mezcalW19-20190307-NH-S1-MbD-Moc4-N0,320-4-0,1,12.12,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N0,320-4-0,2,9.23,
mezcalW19-20190307-NH-S1-MbD-Moc4-N0,320-4-0,3,8.51,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N0,320-4-0,4,NA,severe damage
mezcalW19-20190307-NH-S1-MbD-Moc4-N0,320-4-0,5,9.09,
